20160413,092503,15.6,15.1,13.3,17.5
20160413,092513,15.7,15.1,13.4,17.6
20160413,092523,15.8,15.2,13.4,17.7
20160413,092533,15.8,15.2,13.4,17.7
20160413,092543,15.8,15.1,13.4,17.7
20160413,092553,15.9,15.2,13.4,17.8
20160413,092603,17.2,15.2,13.4,17.8
20160413,092613,29.9,15.3,13.4,17.9
20160413,092623,38.0,15.5,13.4,18.0
20160413,092633,40.0,15.6,13.4,18.0
20160413,092643,39.7,15.9,13.4,18.1
20160413,092653,39.9,16.3,13.4,18.2
20160413,092703,40.0,16.6,13.5,18.3
20160413,092713,39.8,16.9,13.5,18.3
20160413,092723,39.8,17.2,13.5,18.4
20160413,092733,40.2,17.5,13.5,18.4
20160413,092743,39.8,17.9,13.5,18.5
20160413,092753,40.3,18.2,13.5,18.5
20160413,092803,39.9,18.5,13.5,18.6
20160413,092813,39.9,18.8,13.5,18.6
20160413,092823,39.9,19.1,13.5,18.6
20160413,092833,39.8,19.3,13.5,18.7
20160413,092843,40.0,19.6,13.5,18.7
20160413,092853,39.8,19.8,13.6,18.8
20160413,092903,40.1,20.0,13.6,18.8
20160413,092913,40.0,20.2,13.6,18.8
20160413,092923,40.1,20.5,13.6,18.9
20160413,092933,40.1,20.6,13.6,18.9
20160413,092943,40.0,20.8,13.6,19.0
20160413,092953,40.1,21.0,13.6,19.0
20160413,093003,40.0,21.2,13.6,19.0
20160413,093013,40.0,21.4,13.6,19.1
20160413,093023,37.4,21.4,13.7,19.1
